t,drain_voltage,drain_current,drain_resistance,gate_voltage,gate_current
1761673272.40455,0.0500074,-1.19562e-08,4182.54963951757,0.999977,1.11722e-08
1761673273.42801,0.0500077,-9.77439e-09,5116.19650944969,0.999975,8.51179e-09
1761673275.28344,0.050007,-7.30598e-09,6844.66697143984,0.999974,6.80784e-09
1761673276.30715,0.050008,-6.54407e-09,7641.72754875788,0.999977,6.26222e-09
1761673277.33077,0.0500093,-6.0923e-09,8208.60758662574,0.999976,5.78933e-09
1761673278.40239,0.0500089,-5.76898e-09,8668.58612787703,0.999977,5.53265e-09
1761673279.42571,0.0500084,-5.58625e-09,8952.05191317968,0.999978,5.61701e-09
1761673280.44953,0.050009,-5.44728e-09,9180.54515281021,0.999976,5.28425e-09
1761673281.47351,0.0500092,-5.31796e-09,9403.83154442681,0.999977,5.26902e-09
1761673282.49715,0.0500103,-5.18324e-09,9648.46312345174,0.999977,5.07664e-09
1761673283.52077,0.0500075,-5.0711e-09,9861.27270217507,0.999977,4.95625e-09
1761673284.54422,0.0500076,-4.99494e-09,10011.6517916131,0.999977,5.02051e-09
1761673285.5677,0.0500076,-4.90136e-09,10202.8008552728,0.999975,4.75833e-09
1761673286.5915,0.0500055,-4.86051e-09,10288.1179135523,0.999976,4.91339e-09
1761673287.61578,0.0500068,-4.78715e-09,10446.0482750697,0.999979,4.65949e-09
1761673288.63853,0.0500076,-4.77545e-09,10471.8089394717,0.999977,4.83111e-09
1761673289.66218,0.0500051,-4.74969e-09,10528.0765692077,0.99998,4.68626e-09
1761673291.51774,0.0500068,-4.69859e-09,10642.9375621197,0.999974,4.64224e-09
1761673292.54214,0.0500079,-4.67992e-09,10685.6313783142,0.999974,4.72895e-09
1761673293.5651,0.0500066,-4.64097e-09,10775.0319437531,0.999975,4.53504e-09
1761673294.5888,0.0500069,-4.67051e-09,10706.9463506127,0.999973,4.77115e-09
1761673295.61277,0.0500085,-4.70189e-09,10635.8294217857,0.999977,4.61315e-09
1761673296.63576,0.0500075,-4.75163e-09,10524.2832459598,0.999976,4.97861e-09
1761673297.65961,0.0500092,-4.94759e-09,10107.7898532417,0.999978,4.85921e-09
1761673298.68336,0.050009,-4.90094e-09,10203.9608728122,0.999975,4.86223e-09
1761673299.70671,0.0500111,-4.86361e-09,10282.7118128304,0.999978,4.87105e-09
1761673300.73042,0.0500077,-4.80561e-09,10406.1086937975,0.999976,4.70285e-09
1761673301.75407,0.0500085,-4.79645e-09,10426.1485056657,0.999974,4.87388e-09
1761673302.77756,0.0500096,-4.76245e-09,10500.8136568363,0.999973,4.64036e-09
1761673303.80141,0.0500084,-4.77204e-09,10479.4595183611,0.999977,4.82824e-09
1761673304.82485,0.0500085,-4.74246e-09,10544.8438152351,0.999976,4.67572e-09
1761673305.84846,0.0500092,-4.74643e-09,10536.1713961862,0.999977,4.68177e-09
1761673307.7044,0.0500073,-4.72482e-09,10583.9587539843,0.999975,4.79538e-09
1761673308.72717,0.0500077,-4.70657e-09,10625.0836596502,0.999976,4.58686e-09
1761673309.7512,0.0500071,-4.71861e-09,10597.845551974,0.999974,4.79839e-09
1761673310.77504,0.0500098,-4.69189e-09,10658.7750352204,0.999975,4.60148e-09
1761673311.79836,0.0500111,-4.69179e-09,10659.2792942566,0.999976,4.73443e-09
1761673312.82353,0.0500124,-4.68155e-09,10682.8721256849,0.999977,4.68739e-09
1761673313.84538,0.0500112,-4.6657e-09,10718.9060591122,0.999978,4.58128e-09
1761673314.86906,0.0500095,-4.67182e-09,10704.5006014787,0.999976,4.7507e-09
1761673315.89288,0.0500102,-4.64908e-09,10757.0099890731,0.999976,4.52839e-09
1761673316.91625,0.0500122,-4.6589e-09,10734.7657172294,0.999977,4.73663e-09
1761673317.93963,0.0500123,-4.63909e-09,10780.6272350827,0.999976,4.57668e-09
1761673318.96345,0.0500101,-4.66849e-09,10712.264565202,0.999977,4.67136e-09
1761673319.98703,0.0500105,-4.66168e-09,10727.9993478746,0.999976,4.66478e-09
1761673321.01082,0.0500075,-4.65125e-09,10751.4109110454,0.999979,4.56636e-09
1761673322.03446,0.0500082,-4.65811e-09,10735.7275804994,0.999974,4.74526e-09
1761673323.88986,0.0500043,-4.6429e-09,10770.0575071615,0.999975,4.55163e-09
1761673324.91324,0.0500053,-4.67143e-09,10704.4951974021,0.999971,4.68611e-09
1761673325.93694,0.0500065,-4.6522e-09,10749.0004728945,0.999973,4.63226e-09
1761673326.96089,0.0500087,-4.65081e-09,10752.68609124,0.999972,4.58305e-09
1761673327.98459,0.050008,-4.65957e-09,10732.3207935496,0.999972,4.72196e-09
1761673329.0079,0.0500054,-4.65215e-09,10748.8795503154,0.999974,4.53413e-09
1761673330.03167,0.0500083,-4.6699e-09,10708.6447247264,0.999971,4.74854e-09
1761673331.0552,0.050007,-4.64952e-09,10755.3037732927,0.999971,4.5794e-09
1761673332.07925,0.0500058,-4.65879e-09,10733.6454315391,0.999969,4.65446e-09
1761673333.10293,0.0500067,-4.64827e-09,10758.1315198988,0.99997,4.67182e-09
1761673334.12643,0.0500062,-4.64144e-09,10773.8546657934,0.999972,4.54921e-09
1761673335.14983,0.0500059,-4.65192e-09,10749.5184783917,0.999972,4.73191e-09
1761673336.17382,0.0500064,-4.62683e-09,10807.9181642723,0.999972,4.52678e-09
