2026-09-22 13:51:44,666 - 1790103104.666038 - gdnasynth.keithley - INFO — Keithley 2602B SMU Serial Number: 4616013
2026-09-22 13:53:05,111 - 1790103185.111115 - gdnasynth.keithley - INFO — === Device stabilisation ===
2026-09-22 13:53:12,291 - 1790103192.291830 - gdnasynth.keithley - INFO — ============================
