t,drain_voltage,drain_current,drain_resistance,gate_voltage,gate_current
1762453330.4811022,0.0500042,2.4864e-06,20.1110842985843,0.600029,2.88082e-09
1762453331.120654,0.0500031,2.47052e-06,20.23990900701067,0.600033,3.46991e-09
1762453331.7923675,0.0500038,2.45836e-06,20.340308172928292,0.600028,3.61308e-09
1762453332.4322026,0.0500035,2.44908e-06,20.41725872572558,0.600027,2.79738e-09
1762453333.0718765,0.050003,2.44157e-06,20.47985517515369,0.600029,2.78963e-09
1762453333.7117918,0.0500014,2.43275e-06,20.553447744322266,0.600025,3.43966e-09
1762453334.3513396,0.050001,2.42814e-06,20.592305221280487,0.600027,2.85584e-09
1762453334.9910135,0.0499998,2.42089e-06,20.65347867932867,0.600029,3.5483e-09
1762453335.6308842,0.050001,2.41459e-06,20.70786344679635,0.600026,2.79188e-09
1762453336.2710812,0.0500038,2.40952e-06,20.75259802782297,0.600029,3.41632e-09
1762453336.9104495,0.0500033,2.40306e-06,20.808177906502543,0.600028,3.29832e-09
1762453337.5505383,0.0500035,2.39598e-06,20.869748495396458,0.600029,2.73868e-09
1762453338.1902008,0.0500025,2.39217e-06,20.90256963342906,0.600032,3.24944e-09
1762453338.8301036,0.0500039,2.3845e-06,20.970392115747533,0.600031,2.72057e-09
1762453339.469735,0.0500036,2.37843e-06,21.02378459740249,0.600033,2.74919e-09
1762453340.109454,0.0500021,2.37371e-06,21.064957387380936,0.600033,3.57124e-09
1762453340.7494788,0.0500053,2.36789e-06,21.118084032619763,0.60003,2.70433e-09
1762453341.3890705,0.0500051,2.36379e-06,21.15462879528215,0.600032,3.33689e-09
1762453342.028573,0.0500069,2.35768e-06,21.210215126734756,0.600031,3.43645e-09
1762453342.6684,0.0500049,2.35176e-06,21.262756403714665,0.600031,3.63178e-09
1762453343.724322,0.0500041,2.3451e-06,21.322800733444204,0.600028,3.6158e-09
1762453344.3640547,0.0500044,2.33753e-06,21.39198213498864,0.600029,3.34295e-09
1762453345.0032828,0.0500042,2.33252e-06,21.437844048496906,0.600031,2.75556e-09
1762453345.6432827,0.0500051,2.32902e-06,21.470446797365415,0.600031,3.7768e-09
1762453346.2826507,0.0500045,2.32241e-06,21.531297230032596,0.60003,2.7963e-09
1762453346.9228745,0.0500044,2.31851e-06,21.56747221275733,0.600032,3.4193e-09
