2026-09-22 09:28:16,040 - 1790087296.040728 - gdnasynth.keithley - INFO — Keithley 2602B SMU Serial Number: 4616013
2026-09-22 09:29:37,527 - 1790087377.527550 - gdnasynth.keithley - INFO — === Device stabilisation ===
2026-09-22 09:29:44,501 - 1790087384.501132 - gdnasynth.keithley - INFO — ============================
