t,drain_voltage,drain_current,drain_resistance,gate_voltage,gate_current
1761674592.80362,0.0500075,-5.64958e-09,8851.54294655532,0.999972,5.52757e-09
1761674593.82697,0.0500084,-5.01301e-09,9975.72316831604,0.999971,4.84459e-09
1761674594.85064,0.050008,-4.63617e-09,10786.4897102565,0.999972,4.47953e-09
1761674595.87424,0.0500062,-4.23312e-09,11813.0834939714,0.999972,4.0345e-09
1761674596.89779,0.0500067,-3.95042e-09,12658.5780752426,0.999974,3.8569e-09
1761674597.92146,0.0500075,-3.79931e-09,13162.2584100797,0.999972,3.76453e-09
1761674598.94521,0.0500093,-3.65429e-09,13685.0934107583,0.999972,3.5017e-09
1761674599.96864,0.0500097,-3.53346e-09,14153.1813010477,0.999972,3.55616e-09
1761674600.99218,0.0500087,-3.43635e-09,14552.8540457171,0.999971,3.26912e-09
1761674602.84698,0.0500085,-3.30242e-09,15142.9860526523,0.999974,3.28743e-09
1761674603.87077,0.0500076,-3.25781e-09,15350.0664556865,0.999974,3.20356e-09
1761674604.89459,0.0500082,-3.18439e-09,15704.169401361,0.999976,3.10023e-09
1761674605.91815,0.0500076,-3.12257e-09,16014.8851747119,0.999975,3.15496e-09
1761674606.94177,0.0500106,-3.07636e-09,16256.4199248462,0.999976,2.948e-09
1761674607.96517,0.0500094,-3.03006e-09,16504.4256549375,0.999973,3.07914e-09
1761674608.98879,0.0500122,-2.98306e-09,16765.4019697894,0.999971,2.87278e-09
1761674610.01256,0.0500122,-2.89913e-09,17250.7614353272,0.999972,2.96396e-09
1761674611.03635,0.0500099,-2.90107e-09,17238.4327162047,0.99997,2.8772e-09
1761674612.05963,0.0500089,-2.86891e-09,17431.3240917282,0.999972,2.79316e-09
1761674613.08367,0.0500056,-2.82959e-09,17672.3836315509,0.999972,2.88126e-09
1761674614.10692,0.050008,-2.80727e-09,17813.7478760504,0.999973,2.68984e-09
1761674615.13073,0.0500062,-2.77895e-09,17994.6382626532,0.999973,2.83782e-09
1761674616.15425,0.0500066,-2.7567e-09,18140.0224906591,0.999973,2.6576e-09
1761674617.17829,0.0500054,-2.73725e-09,18268.4811398301,0.99997,2.71665e-09
1761674619.03349,0.0500086,-2.69421e-09,18561.5078260418,0.999972,2.71014e-09
1761674620.05713,0.050007,-2.67776e-09,18674.9372609943,0.99997,2.5697e-09
1761674621.08097,0.0500085,-2.65402e-09,18842.5482852428,0.999969,2.71755e-09
1761674622.10468,0.0500075,-2.63584e-09,18972.1303265752,0.999972,2.53319e-09
