2026-09-21 12:00:09,062 - 1790010009.062624 - gdnasynth.keithley - INFO — Keithley 2602B SMU Serial Number: 4616013
2026-09-21 12:01:29,524 - 1790010089.524595 - gdnasynth.keithley - INFO — === Device stabilisation ===
2026-09-21 12:01:37,393 - 1790010097.393419 - gdnasynth.keithley - INFO — ============================
