2026-09-22 13:18:25,093 - 1790101105.093440 - gdnasynth.keithley - INFO — Keithley 2602B SMU Serial Number: 4616013
2026-09-22 13:19:45,525 - 1790101185.525068 - gdnasynth.keithley - INFO — === Device stabilisation ===
2026-09-22 13:19:53,138 - 1790101193.138222 - gdnasynth.keithley - INFO — ============================
