t,drain_voltage,drain_current,drain_resistance,gate_voltage,gate_current
1761674129.49317,0.0500065,-1.74136e-08,2871.69224054762,0.999976,6.224e-09
1761674130.51608,0.0500067,-5.81921e-09,8593.3829506067,0.999976,5.58974e-09
1761674131.53978,0.0500054,-5.25304e-09,9519.32595221053,0.999972,4.87946e-09
1761674133.39544,0.0500062,-4.57762e-09,10924.0609749171,0.999971,4.33027e-09
1761674134.4191,0.0500047,-4.27543e-09,11695.8294253444,0.999971,4.3083e-09
1761674135.44267,0.0500057,-4.15661e-09,12030.4045845052,0.999971,4.00062e-09
1761674136.4662,0.0500061,-4.03309e-09,12398.9546476771,0.999973,3.97384e-09
1761674137.48985,0.0500077,-3.91805e-09,12763.4154745345,0.99997,3.88591e-09
1761674138.5132,0.0500073,-3.84692e-09,12999.3085377393,0.999968,3.70593e-09
1761674139.53657,0.0500067,-3.7658e-09,13279.1704285942,0.999966,3.84302e-09
1761674140.56041,0.0500072,-3.73039e-09,13405.3543999421,0.999966,3.5938e-09
1761674141.58372,0.050007,-3.68238e-09,13580.0759291545,0.999968,3.68879e-09
1761674142.6075,0.0500074,-3.62777e-09,13784.6114830874,0.99997,3.59335e-09
1761674143.63147,0.0500057,-3.58433e-09,13951.1986898528,0.99997,3.52354e-09
1761674144.65492,0.0500053,-3.54184e-09,14118.4525557337,0.99997,3.58303e-09
1761674145.67826,0.0500054,-3.51088e-09,14242.9818165246,0.99997,3.38497e-09
1761674146.70208,0.0500067,-3.48225e-09,14360.4566013353,0.999968,3.53364e-09
1761674147.7256,0.0500056,-3.44945e-09,14496.6878777776,0.999969,3.39162e-09
1761674149.58112,0.0500067,-3.41035e-09,14663.216385415,0.999971,3.318e-09
1761674150.60464,0.0500061,-3.39313e-09,14737.454798372,0.999972,3.45711e-09
1761674151.62835,0.0500051,-3.36504e-09,14860.179968143,0.999975,3.25615e-09
1761674152.65176,0.0500047,-3.34718e-09,14939.3519320742,0.999975,3.37732e-09
1761674153.67513,0.0500046,-3.32615e-09,15033.7777911399,0.999973,3.31597e-09
1761674154.6995,0.0500076,-3.30982e-09,15108.8578835103,0.999975,3.23902e-09
1761674155.72251,0.0500056,-3.28554e-09,15219.9029687662,0.999974,3.36226e-09
1761674156.74614,0.0500061,-3.26982e-09,15293.2271501184,0.999974,3.1543e-09
1761674157.76978,0.0500054,-3.26762e-09,15303.3094423464,0.999973,3.30286e-09
1761674158.79317,0.050009,-3.2272e-09,15496.0956866634,0.999972,3.21428e-09
1761674159.81689,0.0500098,-3.22837e-09,15490.7275188408,0.999974,3.14314e-09
1761674160.84055,0.0500106,-3.21457e-09,15557.4773608912,0.999974,3.28521e-09
1761674161.86437,0.0500104,-3.20731e-09,15592.6305845085,0.999973,3.09336e-09
1761674162.88769,0.0500075,-3.19716e-09,15641.225337487,0.999975,3.24318e-09
1761674163.91158,0.0500081,-3.1831e-09,15710.5023404857,0.999974,3.17608e-09
1761674165.76739,0.0500068,-3.16299e-09,15809.9772683442,0.999972,3.06294e-09
1761674166.79038,0.050007,-3.16155e-09,15817.2415429141,0.99997,3.23628e-09
1761674167.8138,0.0500081,-3.1534e-09,15858.4702226169,0.999971,3.08257e-09
1761674168.83826,0.0500086,-3.14988e-09,15876.3508451116,0.999973,3.13082e-09
1761674169.86114,0.0500066,-3.13699e-09,15940.9497639457,0.999971,3.2186e-09
